Id,Start time,Completion time,Email,Name,Gender / ?????,Age Range / ??????? ???????,What is your highest level of education? / ???? ???? ????? ?????? ?????,What’s your field of study? / ???? ??????,Do you have previous work experience? / ?? ???? ???? ??? ??????,"If yes, then in which main sector? / ??? ??? ?????? ???? ?? ?? ???? ??????
",In which specific sector? / ?? ?? ???? ?????????,How satisfied are you with your current job? / ????? ???? ?? ?????? ????????,Does your job match your skills and qualifications? / ?? ?????? ?????? ?? ??????? ? ????????,How many hours do you work per day? / ??? ????? ????? ???????,Night or day shift? / ????? ??? ?????? ?? ???????,Are your working hours suitable for your lifestyle? / ?? ????? ???? ?????? ?? ??? ??????,Does your company provide training or development opportunities? / ?? ???? ??? ???? ??? ????? ?? ??????,Do you see opportunities for promotion in your job? / ?? ??? ????? ??????? ?? ???????,Do you feel your job is stable long-term? / ?? ???? ?????????? ?? ???? ??? ????? ???????,What 3 factors influence your choice of job the most? / ???? ???? ????? ????? ???? ??? ??????? ??????? ???? ?? ???????? ???? ?????,Which would you choose? / ?? ?? ???????? ?????? ?? ??????,What would make you refuse a job even if the salary is acceptable? / ?? ?? ??? ???????? ?? ????? ???? ????? ??? ?? ???? ??????,Would you consider working in a manufacturing or industrial job? / ?? ???? ?? ????? ?? ???? ????????,What are your concerns about working in industrial/manufacturing jobs? / ?? ?? ?????? ???? ????? ?? ??????? ????????/??????????,Has Saudization improved job opportunities in your sector? / ?? ????? ??????? ??? ????? ??? ????? ?? ??????
175,3/30/2026 17:24,3/30/2026 17:28,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,????? ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????;Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
176,3/30/2026 17:28,3/30/2026 17:31,anonymous,,Female / ????,35-44,Diploma / ?????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Private / ???,Other service activities / ?????? ??????? ??????,I have no experience / ?? ????? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,None / ?? ????,Yes,No,No,No,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Not aligned with my education / ?? ?????? ?? ???? ??????,I have no experience / ?? ????? ????
177,3/30/2026 17:30,3/30/2026 17:33,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Transportation / ?????????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,?? ????? ?? ?????? ?? ??? ??????,Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
178,3/30/2026 17:32,3/30/2026 17:39,anonymous,,Female / ????,45-55 ,High school diploma or less / ????? ????? ?? ???,Education / ???????,Yes,Private / ???,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,No,Salary / ??????;Job stability / ????????? ???????;Social perception of the job / ???? ??????? ?? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Safety concerns / ????? ?? ???????,Not sure / ??? ?????
179,3/30/2026 17:17,3/30/2026 17:39,anonymous,,Female / ????,45-55 ,PhD / ???????,Health-Medical / ?????-????,Yes,Government / ?????,Dental ,Strongly dissatisfied / ??? ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Night / ??????,No,No,No,No,Working hours / ??? ????? ?????;Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????;Transportation / ?????????;Social perception of the job / ???? ??????? ?? ???????;??????? ?????? ,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
180,3/30/2026 17:34,3/30/2026 17:42,anonymous,,Male / ???,55 and above,Diploma / ?????,Business Administration / ????? ?????,Yes,Government / ?????,Administrative and support service activities / ?????? ??????? ???????? ?????? ?????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,No,No,Social perception of the job / ???? ??????? ?? ???????;Job stability / ????????? ???????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Negative social perception / ???? ??????? ?????;Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Mixed-gender work environment / ???? ??? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Limited career growth / ??? ????? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Social image / ?????? ??????????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
181,3/30/2026 17:38,3/30/2026 17:42,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Job stability / ????????? ???????;Work environment / ???? ?????;Salary / ??????,High salary + Long hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Mixed-gender work environment / ???? ??? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????;Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
182,3/30/2026 17:37,3/30/2026 17:43,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Government / ?????,"Water supply, sewage, waste management, and remediation activities / ????? ??????? ?????? ? ????? ????? ? ????? ???????? ? ????????",Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,Yes,Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
183,3/30/2026 17:41,3/30/2026 17:44,anonymous,,Male / ???,45-55 ,Diploma / ?????,?????????? ,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,No,No,??????? ,High salary + Long hours / ???? ????? + ????? ??? ?????,Mixed-gender work environment / ???? ??? ??????,??,Not aligned with my education / ?? ?????? ?? ???? ??????,No
184,3/30/2026 17:40,3/30/2026 17:47,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,No,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,No,Salary / ??????;Transportation / ?????????;Work environment / ???? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,?? ???? ?????? ????? ?? ???????,Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
185,3/30/2026 17:47,3/30/2026 17:49,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,No,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Physically demanding / ????? ????? ????,Not sure / ??? ?????
186,3/30/2026 17:47,3/30/2026 17:51,anonymous,,Male / ???,35-44,Diploma / ?????,Business Administration / ????? ?????,Yes,Private / ???,"Water supply, sewage, waste management, and remediation activities / ????? ??????? ?????? ? ????? ????? ? ????? ???????? ? ????????",Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,Yes,Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,"Yes, water factory ",Safety concerns / ????? ?? ???????,Not sure / ??? ?????
187,3/30/2026 17:46,3/30/2026 17:51,anonymous,,Male / ???,45-55 ,Diploma / ?????,Business Administration / ????? ?????,Yes,Government / ?????,Education / ????????,Slightly dissatisfied / ??? ???? ??????,Doesn’t match / ?? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,No,Salary / ??????;Working hours / ??? ????? ?????;Work environment / ???? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,?? ???? ?? ??? ??????? ?? ??? ??????,Physically demanding / ????? ????? ????;Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????,No
188,3/30/2026 17:48,3/30/2026 17:52,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Private / ???,"Arts, entertainment, and recreation / ??????? ? ??????? ? ???????",Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Career growth / ????? ???????;Transportation / ?????????;Work environment / ???? ?????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Salary / ??????;Social perception of the job / ???? ??????? ?? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Negative social perception / ???? ??????? ?????;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??.. ?? ????? ????????,Physically demanding / ????? ????? ????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
189,3/30/2026 17:51,3/30/2026 17:54,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Private / ???,"Professional, scientific and technical activities / ???????? ??????? ???????? ????????",Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Social perception of the job / ???? ??????? ?? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
190,3/30/2026 17:53,3/30/2026 17:55,anonymous,,Male / ???,35-44,Master’s degree / ???????,Arts-Humanities / ??????-?????? ?????????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Doesn’t match / ?? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????;Transportation / ?????????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,???,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
191,3/30/2026 17:50,3/30/2026 17:56,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Long hours / ????? ??? ?????,Yes
192,3/30/2026 17:55,3/30/2026 17:59,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,No,Government / ?????,Other service activities / ?????? ??????? ??????,Slightly dissatisfied / ??? ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,No,Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????,No
193,3/30/2026 18:01,3/30/2026 18:03,anonymous,,Female / ????,25-34,Master’s degree / ???????,Social Sciences / ?????? ??????????,Yes,Private / ???,Human health and social work activities / ?????? ????? ??????? ??????? ??????????,Slightly satisfied / ???? ??????,Doesn’t match / ?? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,No,Work environment / ???? ?????;Career growth / ????? ???????;Passion and curiosity,Low salary + High growth potential / ???? ????? +  ??????? ??? ????? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,Yes,Long hours / ????? ??? ?????;Lack of career growth / ??? ???? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
194,3/30/2026 17:58,3/30/2026 18:04,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Government / ?????,"Electricity, gas, steam and air-conditioning supply / ??????? ???????? ? ????? ? ?????? ? ????? ??????",Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,No,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
195,3/30/2026 18:00,3/30/2026 18:08,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,I have no experience / ?? ????? ????,Job stability / ????????? ???????;Social perception of the job / ???? ??????? ?? ???????;Work environment / ???? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,????? ????? ,Not aligned with my education / ?? ?????? ?? ???? ??????,No
196,3/30/2026 18:06,3/30/2026 18:10,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Private / ???,Education / ????????,Strongly dissatisfied / ??? ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,I have no experience / ?? ????? ????,Yes,No,Salary / ??????;Working hours / ??? ????? ?????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??? ????? ???? ????? ????? ??? ????? ????? ?????? ??? ????? ,Not aligned with my education / ?? ?????? ?? ???? ??????,I have no experience / ?? ????? ????
197,3/30/2026 18:09,3/30/2026 18:13,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Private / ???,Manufacturing / ???????,Slightly dissatisfied / ??? ???? ??????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,No,No,No,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,???,??????,Yes
198,3/30/2026 18:08,3/30/2026 18:14,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,"Electricity, gas, steam and air-conditioning supply / ??????? ???????? ? ????? ? ?????? ? ????? ??????",Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Transportation / ?????????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??  ???? ???? ???? ???? ??? ????? ????,Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????,Not sure / ??? ?????
